taxifromsiam.tripid,taxifromsiam.distance,taxifromsiam.originlat,taxifromsiam.originlon,taxifromsiam.deslat,taxifromsiam.deslon,taxifromsiam.origingrid,taxifromsiam.desgrid,taxifromsiam.totaltriptime,taxifromsiam.totaltriptimetopickup,taxifromsiam.avgspeed,taxifromsiam.trafficdelay,taxifromsiam.trafficdelaytopickup,taxifromsiam.waittime,taxifromsiam.costnew
7977,6.03,13.74972,100.54803,13.71858,100.56835,1262,1450,18,20,30.35483871,5,0,3,74
8036,20.45,13.7386,100.55818,13.6643,100.43735,1325,1747,60,30,28.16490486,14,3,4,182
8115,0.02,13.74388,100.54035,13.7437,100.54025,1324,1324,0,0,8,0,0,1,0
8116,2.2,13.74358,100.54002,13.7299,100.53135,1324,1385,7,0,29.7826087,0,0,1,43
8179,1.74,13.74477,100.53063,13.73532,100.52715,1261,1322,3,33,50.41666667,0,3,5,40
8194,13.47,13.73983,100.5561,13.68365,100.49855,1325,1691,0,28,39.30909091,0,5,6,0
8202,19,13.7439,100.54075,13.66897,100.45083,1324,1749,0,31,45.62043796,0,0,1,0
8216,0.32,13.75155,100.53683,13.75052,100.53948,1261,1261,0,5,6.956521739,0,4,6,0
8217,4.43,13.75055,100.5396,13.73937,100.55998,1261,1325,24,5,21.93650794,6,4,6,67
8218,2.34,13.7391,100.5599,13.71975,100.55908,1325,1449,0,9,29.04545455,0,2,3,0
8254,14.03,13.73902,100.55775,13.72882,100.53535,1325,1385,0,44,38.8558952,0,20,16,0
8342,21.18,13.74022,100.55503,13.67145,100.40692,1325,1744,0,37,46.82352941,0,3,5,0
8353,6.9,13.75058,100.54532,13.73688,100.59708,1262,1329,15,15,35.96666667,3,2,2,74
8360,4.3,13.74442,100.54012,13.74488,100.5379,1262,1261,0,6,42.44117647,0,0,0,0
8361,12.38,13.7449,100.53775,13.72363,100.46042,1261,1440,23,6,41.23762376,1,0,0,103
8399,7.86,13.74432,100.53553,13.74325,100.5531,1261,1325,12,68,48.79646018,0,3,0,74
8400,26.55,13.74308,100.55308,13.7441,100.58605,1325,1328,0,54,51.22507123,0,10,1,0
8451,19.25,13.74553,100.5351,13.68862,100.40692,1261,1620,55,18,35.85185185,13,4,8,172
8468,1.95,13.74232,100.54363,13.7291,100.53608,1324,1385,0,4,34.75,0,0,11,0
8661,3.1,13.74322,100.55102,13.7217,100.55975,1325,1449,0,5,34.56603774,0,1,1,0
8705,4.54,13.74812,100.54048,13.73037,100.53698,1262,1385,0,8,39.71052632,0,0,2,0
8713,1.15,13.75142,100.5385,13.74305,100.5403,1261,1324,0,4,29.84,0,0,1,0
8714,2.12,13.74278,100.54025,13.72992,100.53145,1324,1385,4,4,35.84615385,0,0,1,42
8723,4.03,13.73508,100.55168,13.72397,100.55017,1325,1449,0,8,34.45333333,0,0,3,0
8770,3.31,13.74563,100.53598,13.72855,100.52658,1261,1384,16,10,23.90804598,1,2,6,51
8852,1.62,13.74087,100.55485,13.73845,100.54823,1325,1324,8,24,19,0,3,2,39
8853,0.75,13.73842,100.54843,13.74317,100.54788,1324,1324,0,3,24,0,1,3,0
8854,8.55,13.74323,100.54768,13.7216,100.49923,1324,1443,12,3,58.3030303,0,1,3,78
8925,1.66,13.74518,100.52438,13.73577,100.52175,1260,1322,0,5,28.46153846,0,2,2,0
8928,15.42,13.74448,100.53973,13.66863,100.52185,1261,-1,21,3,53.81052632,1,0,0,123
8931,0.22,13.74393,100.55653,13.74198,100.55647,1325,1325,0,2,8,0,1,3,0
8932,18.95,13.74177,100.55643,13.65033,100.48902,1325,1876,31,2,48.11111111,4,1,3,152
8937,1.79,13.7453,100.54788,13.74412,100.5419,1262,1324,0,5,32.81081081,0,2,0,0
8938,5.25,13.74405,100.54183,13.72098,100.56557,1324,1450,8,5,42.7,1,2,0,61
8940,20.55,13.7423,100.55235,13.61043,100.5501,1325,-1,22,19,62.66964286,0,6,12,155
8943,14.26,13.7542,100.52827,13.68355,100.49825,1260,1691,0,23,47.79899497,0,1,7,0
8981,0.26,13.75417,100.53767,13.7534,100.53968,1261,1261,0,4,9.142857143,0,4,6,0
8982,5.44,13.75325,100.5399,13.73663,100.51682,1261,1321,17,4,29.68421053,4,4,6,68
9048,4.54,13.74497,100.53063,13.76483,100.53905,1261,1137,18,2,25.65517241,0,1,1,55
9102,9.62,13.74307,100.5487,13.69608,100.5001,1324,1568,19,22,38.58064516,0,6,3,83
9147,1.01,13.73955,100.5583,13.74085,100.5574,1325,1325,0,4,14.41860465,0,3,2,0
9148,6.39,13.74062,100.5572,13.75422,100.5288,1325,1260,44,4,17.45454545,20,3,2,106
9150,2.32,13.74517,100.53042,13.75135,100.53157,1261,1261,12,6,23.0877193,0,1,2,43
9151,1.47,13.75117,100.53142,13.73812,100.52962,1261,1322,0,4,26.88235294,0,0,1,0
9156,6.85,13.73958,100.54688,13.739,100.55603,1324,1325,15,96,33.65413534,3,27,2,74
9157,3.52,13.7399,100.55607,13.7295,100.53707,1325,1385,0,10,31.71428571,0,2,1,0
9186,11.1,13.75062,100.5411,13.72308,100.53477,1262,1447,0,50,25.5,0,10,18,0
9190,2.58,13.74698,100.5258,13.73222,100.53063,1260,1385,0,9,25.73134328,0,1,1,0
9200,15.29,13.74393,100.54232,13.65002,100.52338,1324,-1,0,48,34.44202899,0,23,26,0
9208,2.26,13.74963,100.54665,13.74032,100.55627,1262,1325,0,7,20.375,0,0,2,0
9209,4.96,13.74022,100.55633,13.75387,100.5411,1325,1262,23,7,20.51798561,8,0,2,74
9210,0.01,13.75403,100.54088,13.754,100.54077,1262,1262,0,1,4,0,1,2,0
9211,19.21,13.75388,100.54137,13.68163,100.47815,1262,1689,21,1,65.41836735,2,1,2,149
9219,2.53,13.7511,100.54543,13.76387,100.54202,1262,1200,7,8,28.35294118,1,0,2,46
9221,5.65,13.73933,100.55723,13.71373,100.5961,1325,1515,13,26,34.24242424,3,10,3,68
9272,7.1,13.74375,100.54012,13.73792,100.55942,1324,1325,15,12,42.48598131,2,1,1,74
9273,0.08,13.73815,100.55968,13.73745,100.55983,1325,1325,0,0,12.66666667,0,0,0,0
9333,1.49,13.73885,100.5581,13.74398,100.55332,1325,1325,0,7,13.63934426,0,2,2,0
9334,3.44,13.74383,100.55327,13.75773,100.54112,1325,1200,12,7,26.49382716,4,2,2,57
9336,0.8,13.739,100.55795,13.73732,100.56273,1325,1326,10,43,8.444444444,7,31,10,50
9416,9.17,13.74985,100.54165,13.7573,100.5128,1262,1197,16,10,44.39130435,0,1,4,81
9443,6.75,13.73897,100.55813,13.72883,100.53542,1325,1385,0,15,35.4953271,0,3,9,0
9495,2.46,13.75285,100.54158,13.75102,100.53803,1262,1261,0,7,23.79104478,0,0,2,0
9496,4.48,13.75097,100.53823,13.73623,100.55707,1261,1325,14,7,25.57142857,2,0,2,59
9497,0.58,13.73622,100.55703,13.74032,100.55535,1325,1325,0,2,21.64705882,0,2,2,0
9498,2.87,13.74077,100.55482,13.754,100.54083,1325,1262,12,2,26.4,3,2,2,52
9499,29.55,13.75413,100.54052,13.69342,100.75055,1262,-1,0,32,73.58955224,0,2,6,0
9507,9.91,13.74622,100.54938,13.7429,100.54763,1262,1324,0,48,17.81333333,0,11,2,0
9508,5.88,13.743,100.54725,13.73957,100.51117,1324,1321,10,48,46.72941176,0,11,2,63
9543,0.08,13.74127,100.5542,13.74095,100.55365,1325,1325,0,1,13.2,0,0,1,0
9544,16.77,13.74072,100.55438,13.7847,100.61185,1325,1021,31,1,37.90441176,5,0,1,140
9563,0.06,13.74142,100.55295,13.74153,100.55273,1325,1325,0,2,4,0,2,3,0
9564,1.9,13.74165,100.55287,13.73857,100.54277,1325,1324,7,2,21.08571429,5,2,3,51
9565,1.76,13.7381,100.54258,13.74198,100.54702,1324,1324,0,8,17.93103448,0,3,5,0
9566,1.24,13.74133,100.54757,13.74438,100.54015,1324,1262,18,8,11.93103448,4,3,5,45
9567,0.29,13.7443,100.54065,13.74268,100.54012,1262,1324,0,3,11.05882353,0,2,1,0
9568,3.71,13.74245,100.54018,13.73978,100.52502,1324,1322,15,3,17,5,2,1,61
9574,8.83,13.74142,100.55453,13.6732,100.5429,1325,1758,16,64,51.73333333,2,21,3,83
9656,1.31,13.74205,100.55317,13.73643,100.5627,1325,1326,6,14,25.72413793,0,2,7,38
9659,1.44,13.75317,100.54022,13.7569,100.5341,1262,1199,0,3,27.03030303,0,0,2,0
9693,7.64,13.75138,100.53163,13.72892,100.53555,1261,1385,0,20,32.70588235,0,2,7,0
9699,3.47,13.75262,100.54105,13.7472,100.54078,1262,1262,0,30,13.18699187,0,16,7,0
9700,8.68,13.74712,100.54085,13.70065,100.51978,1262,1569,28,30,22.42268041,6,16,7,90
9703,0.26,13.74768,100.54485,13.74547,100.54418,1262,1262,0,0,33.33333333,0,0,1,0
9704,9.06,13.74537,100.54402,13.73805,100.61617,1262,1331,11,0,48.98333333,0,0,1,80
9720,12.98,13.74238,100.54793,13.75288,100.63103,1324,1271,24,15,42.70646766,4,11,1,113
9758,7.36,13.75092,100.54523,13.77475,100.56215,1262,1078,17,44,30.34437086,2,18,4,75
9764,9.43,13.74233,100.54715,13.74972,100.60977,1324,1268,12,69,46.92307692,0,30,4,82
9770,13.09,13.74743,100.54827,13.7009,100.60327,1262,1578,27,14,45.11956522,6,1,1,118
9806,5.7,13.74588,100.53353,13.7676,100.50195,1261,1134,25,19,32.03636364,1,10,9,64
9811,0.28,13.7456,100.53635,13.7449,100.53865,1261,1261,0,2,10.85714286,0,2,0,0
9812,20.52,13.74502,100.54027,13.8164,100.64292,1262,838,29,2,48.02826855,4,2,0,162
9821,1.89,13.74187,100.55357,13.73697,100.55755,1325,1325,12,29,8.514285714,5,7,3,51
9822,3.49,13.7379,100.55843,13.73897,100.5499,1325,1324,0,13,22.31325301,0,4,8,0
9823,4.98,13.73955,100.54937,13.73133,100.52315,1324,1384,10,13,43.90909091,1,4,8,60
9829,3.87,13.74282,100.54005,13.74138,100.55537,1324,1325,9,7,24.02857143,3,0,0,58
9830,0.34,13.74068,100.55557,13.73902,100.55792,1325,1325,0,3,10.18181818,0,0,5,0
9831,11.05,13.73857,100.55815,13.69563,100.50138,1325,1568,15,3,52.90140845,2,0,5,96
9841,9.28,13.74062,100.54343,13.72118,100.50343,1324,1444,18,135,48.35897436,0,34,2,82
9898,4.16,13.74497,100.52322,13.74345,100.50385,1260,1320,0,31,15.74324324,0,19,1,0
9935,0.33,13.74328,100.55325,13.74115,100.55438,1325,1325,0,9,7.714285714,0,7,12,0
9936,3.16,13.74108,100.55473,13.73955,100.55815,1325,1325,7,9,23.76470588,1,7,12,50
9937,1.74,13.7392,100.55838,13.73695,100.56252,1325,1326,0,8,16.98360656,0,4,7,0
9940,0.16,13.74328,100.5532,13.74212,100.55308,1325,1325,0,15,3.75,0,15,16,0
9941,0.86,13.74203,100.55332,13.73775,100.55987,1325,1325,2,15,23,0,15,16,36
9991,15.21,13.742,100.55345,13.83878,100.55002,1325,705,22,68,54.34782609,1,13,5,121
10048,0.02,13.75307,100.5225,13.75307,100.52235,1260,1260,0,1,4,0,1,1,0
10049,2.91,13.75318,100.52242,13.73732,100.52198,1260,1322,13,1,19.8372093,3,1,1,53
10058,1.09,13.73835,100.55845,13.7414,100.55407,1325,1325,0,3,9.333333333,0,1,3,0
10059,4.23,13.74147,100.55407,13.71608,100.54698,1325,1448,15,3,25.66315789,1,1,3,56
10063,16.25,13.74488,100.5356,13.67093,100.61537,1261,1765,20,15,53.3253012,2,8,1,130
10127,20.55,13.75388,100.54187,13.92043,100.60063,1262,214,19,51,69.3368984,1,41,3,157
10129,8.6,13.73702,100.54267,13.67302,100.54288,1324,1758,9,36,57.78217822,0,0,2,78
10142,0.56,13.7439,100.55665,13.73938,100.55718,1325,1325,0,3,11.93103448,0,0,4,0
10143,2.13,13.73928,100.55732,13.74072,100.5662,1325,1326,8,3,24.98039216,2,0,4,46
10147,1.97,13.73947,100.55713,13.7413,100.55098,1325,1325,8,6,19.66666667,1,2,4,43
10148,2.03,13.74102,100.55082,13.7436,100.54368,1325,1324,0,9,21.15384615,0,2,1,0
10149,2.9,13.74325,100.54373,13.72903,100.52862,1324,1384,7,9,27.01492537,1,2,1,48
10169,8.47,13.74087,100.55475,13.79318,100.5753,1325,1017,14,29,42.546875,0,0,2,77
10171,8.25,13.74288,100.54988,13.71618,100.59525,1324,1453,14,20,46.89473684,1,3,0,78
10179,1.88,13.75118,100.53737,13.76297,100.54228,1261,1200,3,8,42.06896552,0,0,2,41
10186,14.3,13.75422,100.5288,13.71035,100.47938,1260,1503,0,25,43.35159817,0,5,0,0
10212,0.28,13.74423,100.5567,13.74187,100.55632,1325,1325,0,3,7.882352941,0,1,4,0
10213,13.77,13.74177,100.55632,13.80173,100.53063,1325,951,23,3,46.46153846,0,1,4,110
10221,7.04,13.74255,100.55165,13.77423,100.56687,1325,1140,14,8,39.66371681,0,3,4,69
10234,0.68,13.74393,100.54198,13.74008,100.53967,1324,1323,0,1,30.5,0,0,2,0
10288,4.71,13.7456,100.54032,13.7559,100.52927,1262,1198,11,3,30.81632653,0,1,1,56
10290,2.44,13.7539,100.54193,13.74565,100.5561,1262,1263,5,8,33.67346939,0,1,1,44
10292,3.99,13.74335,100.55682,13.72108,100.58302,1325,1452,12,1,29.92105263,0,0,1,52
10298,7.46,13.73678,100.54263,13.71485,100.59473,1324,1453,14,19,49.03773585,0,0,3,72
10304,26.87,13.74695,100.52062,13.8189,100.69903,1260,843,32,3,59.04950495,0,0,1,202
10320,0.17,13.75315,100.53235,13.75258,100.53378,1261,1261,1,2,12.85714286,0,0,0,36
10321,0.56,13.75235,100.5346,13.75048,100.5394,1261,1261,0,4,18.70588235,0,1,12,0
10322,28.22,13.7506,100.53998,13.76748,100.47798,1261,1131,44,4,44.23441397,2,1,12,216
10415,45.75,13.74787,100.54073,13.89253,100.56285,1262,396,61,35,60.12757202,2,1,3,351
10436,2.32,13.7444,100.54362,13.72853,100.53493,1262,1385,0,8,32.04347826,0,1,5,0
10470,11.62,13.75103,100.53795,13.73782,100.55987,1261,1325,29,8,32.17721519,4,0,7,104
10471,9.55,13.7376,100.5599,13.72642,100.54037,1325,1386,0,42,46.71014493,0,0,0,0
10495,2.37,13.74598,100.52927,13.75663,100.51518,1260,1197,0,18,19.94366197,0,2,3,0
10501,3.41,13.74662,100.54037,13.73163,100.52392,1262,1384,0,18,21.17948718,0,6,5,0
10557,2.28,13.73453,100.54757,13.73857,100.54293,1324,1324,0,4,32.95,0,2,5,0
10558,0.21,13.73795,100.5428,13.73605,100.54248,1324,1324,0,4,38.8,0,2,5,36
10559,7.15,13.73537,100.54235,13.72807,100.53233,1324,1385,0,20,32.79411765,0,3,4,0
10632,11.05,13.7428,100.55087,13.75588,100.48232,1325,1194,12,9,58.01639344,0,1,1,92
10698,5.9,13.74218,100.55262,13.71118,100.58038,1325,1514,10,17,42.68131868,1,1,1,65
10750,0.87,13.74088,100.55508,13.73753,100.56127,1325,1326,0,2,16.57142857,0,1,1,0
10780,3.12,13.7422,100.55295,13.72933,100.5376,1325,1385,0,11,20.85714286,0,0,3,0
10793,12.71,13.74257,100.5497,13.83107,100.5693,1324,768,18,39,50.46428571,0,3,2,103
10796,19.02,13.73963,100.55303,13.74218,100.5069,1325,1320,0,69,25.76703297,0,6,8,0
10814,2,13.75277,100.54597,13.75117,100.55842,1262,1263,0,5,23.96153846,0,1,20,0
10884,4.91,13.74205,100.55298,13.76325,100.56278,1325,1202,9,107,37,0,17,12,58
10886,12.77,13.74285,100.55178,13.66117,100.5181,1325,1817,14,40,57.3557047,0,3,2,104
10931,1.41,13.74328,100.55322,13.74422,100.5419,1325,1324,0,5,22,0,0,0,0
10932,24.11,13.74442,100.54185,13.66132,100.6598,1262,-1,24,5,63.88392857,1,0,0,183
10943,0.03,13.74197,100.5565,13.74173,100.55633,1325,1325,0,0,8.5,0,0,1,0
10944,8.75,13.74118,100.5564,13.70158,100.61657,1325,1579,14,0,45.44,2,0,1,83
10948,5.19,13.74233,100.55258,13.71668,100.5255,1325,1446,10,24,44.49350649,0,4,5,59
10993,0,13.753,100.54197,13.753,100.54197,1262,1262,0,0,16,0,0,0,0
10994,2.93,13.75388,100.5421,13.76478,100.55665,1262,1139,6,0,31.96491228,0,0,0,47
11079,4.3,13.73593,100.55308,13.72852,100.53422,1325,1385,0,8,33.72222222,0,0,2,0
11132,10.79,13.7444,100.54132,13.70712,100.48167,1262,1504,0,14,49.05479452,0,1,2,0
11202,31.7,13.73897,100.55777,13.73713,100.56117,1325,1326,0,119,32.60784314,0,9,9,0
11211,2.57,13.74257,100.55152,13.72578,100.54387,1325,1386,6,30,29.28,0,3,1,45
11253,3.38,13.75142,100.53692,13.7321,100.54758,1261,1386,5,65,42.76923077,0,5,1,49
11258,23.9,13.75,100.52455,13.74817,100.5198,1260,1259,0,66,33.71806167,0,8,4,0
11313,10.74,13.74152,100.55178,13.68672,100.60958,1325,1640,17,3,49.86206897,0,1,3,90
11345,7.32,13.75123,100.5371,13.70293,100.5459,1261,1572,22,19,27.37647059,3,3,2,77
11428,1.5,13.74738,100.52842,13.75653,100.53335,1260,1199,0,4,22.97560976,0,1,2,0
11435,19.08,13.73898,100.5431,13.87943,100.59892,1324,461,29,111,53.36585366,0,58,3,145
11445,10.44,13.74212,100.55297,13.80093,100.53403,1325,951,20,11,35.98882682,2,1,8,92
11557,3.29,13.75075,100.53857,13.75457,100.5171,1261,1197,7,8,36.5862069,0,2,2,49
11611,4.9,13.75293,100.54962,13.72003,100.55973,1262,1449,9,116,41.85,0,2,1,57
11615,6.42,13.73825,100.5586,13.7085,100.5997,1325,1515,18,23,35.33333333,3,2,2,72
11756,15.7,13.74583,100.53205,13.82132,100.5915,1261,833,24,80,52.01015228,2,10,4,127
11763,15.68,13.74173,100.55295,13.71697,100.47787,1325,1441,0,57,35.79285714,0,25,1,0
11826,4.31,13.75115,100.53752,13.72385,100.53973,1261,1447,11,11,39.09677419,2,1,3,58
11845,6.47,13.74293,100.5495,13.74,100.52242,1324,1322,0,29,32.84313725,0,1,17,0
11891,29.27,13.74073,100.5548,13.80968,100.4118,1325,-1,52,0,42.74111675,7,0,6,234
11900,2.77,13.75193,100.53342,13.73865,100.54273,1261,1324,0,6,34.88888889,0,0,1,0
11901,4.34,13.73882,100.54278,13.72137,100.56497,1324,1450,9,6,34.5862069,2,0,1,58
12080,20.82,13.74232,100.55262,13.8472,100.60002,1325,648,32,29,48.59027778,1,6,13,159
12088,16.8,13.74237,100.55252,13.86017,100.55055,1325,581,24,12,53.53398058,3,2,6,136
12136,6.16,13.74528,100.53995,13.78962,100.5653,1261,1016,10,10,50.11627907,0,0,0,64
12199,12.4,13.75013,100.53953,13.81095,100.5494,1261,890,0,25,48.72619048,0,1,1,0
12213,0.72,13.75388,100.52277,13.75693,100.51932,1260,1197,0,2,29.55555556,0,0,1,0
12219,4.76,13.74952,100.54652,13.77268,100.5731,1262,1141,0,14,26.90265487,0,1,2,0
12314,5.38,13.74123,100.54352,13.7478,100.57087,1324,1265,13,78,35.39583333,1,9,0,62
12316,8.13,13.73875,100.54323,13.72837,100.58558,1324,1390,16,16,39.60583942,1,0,3,77
12324,15.9,13.74302,100.54917,13.66283,100.59978,1324,1825,27,16,41.91967871,3,3,0,130
12330,7.39,13.74227,100.55268,13.78927,100.56005,1325,1016,11,8,53.53846154,0,1,3,71
12385,7.8,13.74223,100.5528,13.78642,100.56952,1325,1016,13,21,42.55652174,0,2,3,73
12388,6.8,13.7398,100.55505,13.76165,100.55172,1325,1201,13,0,34.592,2,0,2,72
12395,7.44,13.74162,100.5515,13.72068,100.5022,1325,1444,0,16,33.17391304,0,2,1,0
12456,13.51,13.73558,100.54242,13.69785,100.63767,1324,1581,21,19,44.03864734,1,3,4,110
12458,24.13,13.74085,100.55447,13.92093,100.60238,1325,214,23,28,68.90987124,1,3,2,183
12477,0.15,13.74942,100.52428,13.75055,100.52495,1260,1260,0,0,32,0,0,1,0
12478,12.7,13.75075,100.52502,13.77317,100.60998,1260,1144,36,0,31.16996047,7,0,1,117
12491,0.82,13.74183,100.55358,13.73758,100.55968,1325,1325,0,6,11.4375,0,2,0,0
12496,6.48,13.7472,100.54045,13.7981,100.56057,1262,954,0,39,35.96666667,0,0,0,0
12505,11.1,13.74305,100.54927,13.69007,100.61008,1324,1641,20,46,40.98342541,1,10,0,95
12507,2.31,13.74225,100.55253,13.74953,100.55867,1325,1263,4,18,38.92307692,0,0,3,43
12562,21.17,13.74218,100.55263,13.82047,100.63282,1325,837,26,25,50.84805654,0,0,2,159
12609,13.4,13.7471,100.54035,13.74123,100.5529,1262,1325,33,40,32.85823755,0,4,4,108
12610,1.77,13.7408,100.5529,13.73992,100.5471,1325,1324,0,7,19.95555556,0,0,2,0
12611,4.3,13.7388,100.5469,13.72793,100.56092,1324,1388,10,7,31.81609195,0,0,2,54
12636,0,13.75278,100.54163,13.75278,100.54163,1262,1262,0,0,4,0,0,1,0
12637,9.39,13.75307,100.54177,13.77688,100.58712,1262,1080,21,0,35.28654971,2,0,1,86
12663,1.28,13.74963,100.54862,13.7439,100.55323,1262,1325,3,24,35.33333333,0,2,1,38
12664,0.27,13.7435,100.55305,13.74255,100.55173,1325,1325,0,3,13.27272727,0,0,3,0
12665,7.6,13.7427,100.55132,13.7048,100.50942,1325,1506,16,3,40.544,1,0,3,74
12712,1.87,13.7539,100.52802,13.74653,100.53062,1260,1261,0,16,17.62264151,0,4,0,0
12713,0.71,13.74682,100.53075,13.75175,100.53012,1261,1261,3,16,26.13333333,0,4,0,36
12714,1.97,13.75178,100.52978,13.7658,100.53865,1260,1137,0,17,22.74509804,0,9,7,0
12723,7.87,13.74223,100.55262,13.71572,100.59837,1325,1453,13,14,42.03305785,0,0,3,74
12725,1.5,13.7426,100.5516,13.74957,100.54512,1325,1262,2,20,37.38461538,0,1,6,39
12726,4.04,13.7492,100.5448,13.73013,100.53228,1262,1385,0,8,34.96103896,0,0,6,0
12732,0.03,13.74988,100.54223,13.74992,100.54192,1262,1262,0,0,22,0,0,2,0
12733,8.11,13.74995,100.54168,13.7218,100.49132,1262,1443,13,0,45.26956522,0,0,2,75
12781,3.65,13.74193,100.5539,13.7302,100.53325,1325,1385,12,29,30.69565217,5,12,9,61
12788,17.72,13.74333,100.5531,13.73407,100.5259,1325,1384,0,76,27.45038168,0,42,0,0
12810,0.17,13.74698,100.54048,13.748,100.54008,1262,1262,0,1,12.4,0,0,0,0
12811,3.88,13.74555,100.53767,13.74328,100.50858,1261,1320,23,1,24.79569892,1,0,0,54
12835,11.9,13.74588,100.53263,13.70925,100.61517,1261,1517,15,25,50.3974359,0,2,2,98
12879,0.33,13.74228,100.5587,13.74387,100.55788,1325,1325,0,2,15.55555556,0,0,2,0
12880,3.74,13.74377,100.55777,13.74363,100.54022,1325,1324,19,2,19.20833333,1,0,2,53
12881,0.97,13.74323,100.54032,13.74615,100.54045,1324,1262,0,4,22.68965517,0,0,1,0
12882,2.55,13.74622,100.54048,13.76552,100.53805,1262,1137,6,4,29.72413793,0,0,1,45
12884,0.81,13.74958,100.54388,13.74987,100.55133,1262,1263,2,30,35.6,0,1,1,36
12887,0.7,13.73847,100.54645,13.74415,100.5474,1324,1324,0,1,25.11111111,0,0,0,0
12888,24.46,13.7443,100.54728,13.80077,100.71917,1262,969,30,1,60.50190114,1,0,0,186
12892,13.43,13.73517,100.54238,13.7994,100.59523,1324,957,17,11,50.80874317,0,1,3,108
12903,29.67,13.74588,100.53165,13.60578,100.66285,1261,-1,33,5,60.55052265,1,0,2,225
12992,7.39,13.74698,100.52742,13.75293,100.57448,1260,1265,11,5,47.38461538,1,0,3,73
13049,11.35,13.74938,100.54387,13.72743,100.61228,1262,1393,24,12,37.89054726,1,0,1,96
13066,3.95,13.73858,100.55813,13.72882,100.53472,1325,1385,0,7,38.59375,0,0,2,0
13115,10.1,13.7495,100.54387,13.75312,100.62002,1262,1270,14,11,53.41984733,0,4,5,86
13130,2.98,13.74357,100.5404,13.72817,100.53308,1324,1385,0,4,37.71428571,0,0,3,0
13181,4.52,13.75073,100.53918,13.74908,100.5093,1261,1258,8,68,46.1875,0,20,0,55
13190,3.96,13.73875,100.55777,13.72837,100.53435,1325,1385,0,7,36.31428571,0,0,2,0
13194,11.24,13.74307,100.54005,13.70522,100.48457,1324,1504,0,16,52.85106383,0,0,1,0
13240,1.86,13.75213,100.52763,13.74572,100.53357,1260,1261,0,3,36.70588235,0,0,2,0
13241,7.52,13.74598,100.5337,13.771,100.4837,1261,1132,12,3,44.26086957,1,0,2,74
13318,15.25,13.7346,100.54753,13.70808,100.48102,1324,1504,0,29,36.89811321,0,3,1,0
13389,2.06,13.74877,100.5488,13.75145,100.5639,1262,1264,0,6,28.62222222,0,1,2,0
13410,13.5,13.74238,100.55248,13.72262,100.45743,1325,1439,18,20,58.60810811,0,3,6,108
13526,1.89,13.74578,100.53377,13.75402,100.54063,1261,1262,5,21,24.93877551,1,17,4,43
13527,0.07,13.7539,100.5411,13.75377,100.54173,1262,1262,0,1,16.5,0,0,1,0
13528,7.25,13.7539,100.54195,13.74303,100.6015,1262,1330,10,1,44.55555556,0,0,1,70
13540,3.27,13.74355,100.54538,13.74978,100.51678,1324,1259,6,17,36.14285714,0,0,1,48
13606,4.26,13.74543,100.53547,13.71913,100.52147,1261,1446,5,35,48.45614035,0,8,3,54
13611,1.88,13.7411,100.55642,13.73587,100.56213,1325,1326,0,11,16.51612903,0,1,3,0
13614,5.91,13.7429,100.54978,13.743,100.59238,1324,1329,8,14,45.95348837,0,1,0,63
13616,26.07,13.74255,100.55115,13.62557,100.72877,1325,-1,19,22,83.20408163,0,1,2,196
13672,3.82,13.74538,100.53652,13.75965,100.55712,1261,1201,6,21,41.04761905,0,1,2,52
13682,1.33,13.75415,100.53245,13.74737,100.5275,1261,1260,4,14,33.15384615,0,1,0,38
13683,10.91,13.74693,100.52715,13.70715,100.48165,1260,1504,0,18,46.7012987,0,0,1,0
13729,1.85,13.75225,100.5318,13.74807,100.52003,1261,1260,5,7,37.75757576,0,0,0,41
13739,15.75,13.74252,100.55238,13.6696,100.47682,1325,1751,24,10,49.86666667,1,1,1,125
13754,7.11,13.75135,100.5371,13.70723,100.50808,1261,1506,0,22,28.52229299,0,3,1,0
13833,0.5,13.75083,100.53808,13.75052,100.5395,1261,1261,0,3,13.8,0,1,0,0
13834,11.65,13.75068,100.53918,13.77758,100.47747,1261,1069,50,3,23.53642384,16,1,0,128
13878,11.6,13.74227,100.55238,13.76673,100.47085,1325,1131,19,9,46.15384615,1,0,1,98
13889,1.73,13.74637,100.54025,13.7505,100.53145,1262,1261,0,4,28.92307692,0,0,2,0
13890,10.45,13.75013,100.53157,13.74153,100.48315,1261,1318,16,4,45.57419355,0,0,2,88
13904,10.76,13.75063,100.53938,13.80978,100.52743,1261,888,24,35,34.41904762,5,6,5,100
13989,8.48,13.74287,100.5494,13.72227,100.49553,1324,1443,12,39,46.08196721,0,1,0,77
