taxifromsiam.tripid,taxifromsiam.distance,taxifromsiam.originlat,taxifromsiam.originlon,taxifromsiam.deslat,taxifromsiam.deslon,taxifromsiam.origingrid,taxifromsiam.desgrid,taxifromsiam.totaltriptime,taxifromsiam.totaltriptimetopickup,taxifromsiam.avgspeed,taxifromsiam.trafficdelay,taxifromsiam.trafficdelaytopickup,taxifromsiam.waittime,taxifromsiam.costnew
21171,2.87,13.74533,100.53472,13.75548,100.5255,1261,1198,27,11,19,1,4,1,48
21196,3.91,13.74447,100.53057,13.72223,100.51687,1261,1445,0,12,30.69047619,0,1,3,0
21198,9.81,13.74643,100.54038,13.69733,100.51058,1262,1569,0,25,27.42735043,0,1,2,0
21223,9.46,13.73858,100.55817,13.75983,100.62015,1325,1208,17,29,37.70068027,2,2,8,87
21261,9.25,13.7392,100.55733,13.75993,100.62058,1325,1208,14,31,43.59722222,0,15,4,81
21409,5.36,13.75243,100.53188,13.71675,100.54265,1261,1448,14,54,30.13084112,4,11,0,68
21416,1.03,13.75023,100.53983,13.75203,100.53178,1261,1261,0,3,25.92592593,0,0,3,0
21417,2.14,13.75172,100.53168,13.75298,100.54173,1261,1262,7,3,17.75,0,0,3,42
21418,7.33,13.75323,100.54177,13.72503,100.51637,1262,1383,0,48,23.17647059,0,2,1,0
21492,6.02,13.74207,100.55298,13.69808,100.54625,1325,1572,0,11,41.72277228,0,0,2,0
21502,1.13,13.7541,100.54063,13.75953,100.54078,1262,1200,0,6,17.62162162,0,1,2,0
21525,31.34,13.74435,100.54395,13.69308,100.75192,1262,-1,38,10,62.80615385,5,0,2,246
21541,31.28,13.75398,100.52987,13.6931,100.75167,1260,-1,29,5,70.24475524,3,1,0,241
21560,2.05,13.751,100.53723,13.74033,100.52993,1261,1322,0,7,24,0,0,1,0
21587,7.68,13.74408,100.5533,13.76952,100.5889,1325,1142,15,18,38.21538462,0,1,1,73
21635,0.85,13.74382,100.54798,13.74953,100.5469,1324,1262,0,3,26.84210526,0,1,3,0
21636,3.66,13.74948,100.54675,13.72445,100.54072,1262,1386,10,3,35.6119403,0,1,3,51
21667,0.9,13.75377,100.53023,13.7511,100.53805,1261,1261,2,4,34.11111111,0,1,0,36
21668,1.94,13.75105,100.53863,13.74783,100.55408,1261,1263,0,4,36.64705882,0,0,1,0
21677,2.74,13.7469,100.5406,13.73923,100.54687,1262,1324,7,12,32.82352941,3,6,5,52
21678,6.69,13.73978,100.5469,13.7346,100.56087,1324,1326,0,23,23.56906077,0,2,0,0
21788,7.48,13.74492,100.54385,13.70113,100.53648,1262,1571,15,18,39.03937008,1,2,10,74
21913,4.9,13.7399,100.55622,13.71383,100.58427,1325,1514,10,24,36.35820896,5,0,2,67
21964,9.26,13.74003,100.55607,13.71002,100.62808,1325,1518,20,31,34.98064516,1,10,2,83
21974,21.86,13.75297,100.54913,13.85663,100.49215,1262,-1,114,19,29.36494845,43,2,0,250
22039,3.56,13.74437,100.53333,13.73698,100.51798,1261,1321,0,10,30.69333333,0,0,1,0
22055,1.07,13.73952,100.55845,13.73847,100.55848,1325,1325,0,3,17.78571429,0,0,1,0
22056,1.25,13.73792,100.55915,13.7397,100.5642,1325,1326,7,3,24.0625,4,0,1,45
22071,0.92,13.7429,100.5492,13.74058,100.5433,1324,1324,0,3,31.33333333,0,2,4,0
22072,2.31,13.74032,100.54318,13.74532,100.54015,1324,1262,10,3,25.05084746,3,2,4,49
22073,0.91,13.7458,100.54027,13.75123,100.53702,1262,1261,0,17,11.04545455,0,10,2,0
22074,1.45,13.7513,100.53687,13.74587,100.5299,1261,1260,8,17,22.38095238,2,10,2,42
22088,33.35,13.74265,100.55312,13.69315,100.75158,1325,-1,39,21,53.59090909,4,8,0,259
22148,0.59,13.74013,100.54472,13.74365,100.54378,1324,1324,0,5,15.30434783,0,1,5,0
22149,2.21,13.74338,100.54375,13.73587,100.54433,1324,1324,6,5,26.37735849,1,1,5,45
22150,0.27,13.73615,100.54437,13.73662,100.54625,1324,1324,0,2,17.25,0,0,2,0
22151,2.76,13.73682,100.54628,13.74368,100.55313,1324,1325,16,2,19.7804878,5,0,2,56
22152,1,13.74322,100.55303,13.74032,100.54693,1325,1324,0,7,14.92307692,0,4,3,0
22153,34.88,13.73992,100.54683,13.69648,100.75407,1324,-1,43,7,56.4608076,5,4,3,272
22180,4.27,13.74473,100.53558,13.7193,100.51537,1261,1445,0,15,29.07216495,0,2,4,0
22182,0.37,13.73457,100.54785,13.7372,100.54883,1324,1324,0,1,20.33333333,0,0,2,0
22183,3.88,13.73713,100.54883,13.72343,100.52042,1324,1446,9,1,27.88372093,0,0,2,52
22206,0.09,13.75017,100.54003,13.75032,100.53922,1262,1261,0,1,12.8,0,1,2,0
22207,1.86,13.75062,100.53852,13.74488,100.53202,1261,1261,13,1,24.62745098,0,1,2,41
22208,4.64,13.74508,100.53213,13.7636,100.5372,1261,1199,0,18,24.49557522,0,5,4,0
22224,2.21,13.75102,100.53708,13.75877,100.53467,1261,1199,0,9,19.93442623,0,3,2,0
22286,5.06,13.75028,100.53885,13.72958,100.56117,1261,1388,27,16,18.54054054,11,8,4,80
22298,31.63,13.75293,100.52233,13.97397,100.51468,1260,-1,33,4,65.06306306,1,0,2,240
22327,0,13.73728,100.5596,13.73728,100.5596,1325,1325,0,0,4,0,0,3,0
22328,0.45,13.73885,100.55757,13.74168,100.55667,1325,1325,3,0,13.6,1,0,3,38
22329,5.66,13.74172,100.55643,13.72752,100.52382,1325,1384,0,21,23.27631579,0,4,2,0
22379,4.05,13.74233,100.55198,13.75282,100.52235,1325,1260,0,16,20.0990099,0,3,4,0
22380,17.49,13.7533,100.52252,13.8557,100.50308,1260,-1,56,16,33.57894737,11,3,4,156
23136,0.01,13.74217,100.55305,13.74212,100.55312,1325,1325,0,0,7,0,0,1,0
23137,0.57,13.74192,100.55352,13.74022,100.55712,1325,1325,2,0,16.5,0,0,1,36
23138,2.01,13.74058,100.55715,13.7314,100.56957,1325,1388,0,20,10.72727273,0,10,4,0
23344,1.99,13.74155,100.55388,13.73617,100.56175,1325,1326,0,10,23.27659574,0,2,1,0
23378,0.2,13.73912,100.5579,13.73787,100.55908,1325,1325,0,3,5.636363636,0,3,0,0
23421,29.2,13.74262,100.54772,13.71082,100.76387,1324,-1,0,44,54,0,6,55,0
23431,0.12,13.73432,100.54585,13.73542,100.54602,1324,1324,0,1,32,0,0,1,0
23432,69.33,13.73578,100.54612,13.75107,100.53123,1324,1261,182,1,49.53911205,20,0,1,584
23433,32.19,13.75147,100.53137,13.71153,100.76223,1261,-1,0,45,48.67549669,0,3,3,0
23443,0.17,13.7488,100.53108,13.75028,100.53118,1261,1261,0,1,32.5,0,0,1,0
23444,40.04,13.75095,100.53132,14.03088,100.6638,1261,-1,36,1,70.20418848,0,0,1,301
23449,0,13.74068,100.55295,13.74068,100.55295,1325,1325,0,0,10,0,0,1,0
23450,25.21,13.74008,100.55303,13.8266,100.67588,1325,779,50,0,37.79393939,7,0,1,204
24410,12.99,13.75125,100.54537,13.80248,100.5534,1262,953,0,25,36.38461538,0,2,3,0
24588,3.76,13.75102,100.53873,13.76557,100.5569,1261,1139,0,14,26.4,0,3,1,0
24754,2.02,13.7513,100.5315,13.7671,100.53935,1261,1137,0,9,23.02040816,0,3,3,0
27604,0.32,13.74988,100.54147,13.75022,100.53895,1262,1261,8,20,1.526315789,7,3,2,50
27605,0,13.74982,100.53925,13.74982,100.53925,1261,1261,0,0,14,0,0,1,0
27606,11.19,13.74993,100.53972,13.71162,100.6041,1261,1516,20,0,35.19444444,7,0,1,107
27749,1.43,13.73833,100.54903,13.7442,100.54125,1324,1324,0,3,24.57142857,0,1,4,0
27750,5.07,13.74422,100.54083,13.76898,100.50682,1324,1134,11,3,25.34782609,4,1,4,66
27768,2.7,13.74397,100.55335,13.75375,100.53937,1325,1261,8,18,19.06666667,3,11,1,51
27769,2.76,13.75372,100.53782,13.74283,100.55313,1261,1325,0,5,31.66666667,0,1,1,0
27770,4.07,13.74268,100.55308,13.74353,100.52015,1325,1322,10,5,20.2,5,1,1,63
27809,0.78,13.73882,100.54308,13.73422,100.5456,1324,1386,0,2,33.5,0,1,0,0
27810,12.11,13.73465,100.54595,13.73368,100.6416,1324,1396,17,2,42.14705882,2,1,0,103
27857,2.53,13.74222,100.5521,13.74178,100.55395,1325,1325,7,0,15.28571429,2,0,1,48
27858,6.94,13.74112,100.55505,13.72262,100.57618,1325,1451,0,16,22.26470588,0,4,2,0
28059,1.96,13.74952,100.54807,13.74877,100.5661,1262,1264,0,4,26.55555556,0,1,1,0
28156,1.96,13.74482,100.53685,13.73048,100.53683,1261,1385,0,6,22.09090909,0,2,3,0
28444,17.18,13.74158,100.5564,13.62968,100.62282,1325,-1,0,30,32.03333333,0,12,9,0
361,0,13.73792,100.55983,13.73792,100.55983,1325,1325,0,0,1,0,0,0,0
733,0.65,13.74812,100.5404,13.74947,100.54482,1262,1262,0,9,5.526315789,0,7,10,0
734,11.12,13.74963,100.54672,13.77555,100.62303,1262,1084,26,9,25.12,6,7,10,105
1252,5.75,13.74607,100.53165,13.73975,100.54473,1261,1324,12,5,24.47619048,3,2,3,68
1253,0.86,13.73917,100.54463,13.73432,100.53972,1324,1323,0,3,16,0,0,0,0
1446,3.27,13.74508,100.53507,13.72795,100.54075,1261,1386,0,7,22.53333333,0,1,0,0
1751,0.92,13.74342,100.5569,13.73747,100.55997,1325,1325,0,14,4,0,11,0,0
2255,20.78,13.7376,100.55982,13.63128,100.61292,1325,-1,0,55,22.80487805,0,28,40,0
2275,4.94,13.73643,100.54263,13.71803,100.5697,1324,1450,0,18,19.29411765,0,3,0,0
2456,0,13.75102,100.53995,13.75102,100.53995,1261,1261,0,0,1,0,0,2,0
2457,1.42,13.75083,100.53965,13.74768,100.53097,1261,1261,6,0,11.33333333,2,0,2,42
2458,5.87,13.74657,100.52953,13.71965,100.5651,1260,1450,0,12,28.04166667,0,3,1,0
2525,13.5,13.75168,100.53305,13.67582,100.59317,1261,1701,0,39,22.35211268,0,11,0,0
2602,8.95,13.74543,100.53057,13.70493,100.54435,1261,1510,0,23,24.31111111,0,6,0,0
3215,0.69,13.74523,100.53475,13.74312,100.53032,1261,1323,0,3,9,0,2,0,0
3326,0,13.737,100.55968,13.737,100.55968,1325,1325,0,0,11,0,0,1,0
3327,0.33,13.73877,100.55782,13.73873,100.55602,1325,1325,2,0,7.5,1,0,1,38
3328,24.92,13.73983,100.5561,13.64517,100.58362,1325,-1,0,66,21.8046875,0,31,18,0
3387,3.84,13.74565,100.53067,13.72423,100.5496,1261,1448,0,7,27,0,2,1,0
3463,0.82,13.74533,100.54562,13.74472,100.54412,1262,1262,0,10,3.761904762,0,8,11,0
3464,0,13.7446,100.54393,13.7446,100.54393,1262,1262,0,10,8,0,8,11,36
3465,1.45,13.74017,100.54317,13.73085,100.53717,1324,1385,0,3,22.75,0,1,2,0
3710,14.16,13.75193,100.54965,13.71853,100.66677,1262,1460,0,35,23.01470588,0,13,2,0
3830,4.57,13.75413,100.53783,13.74713,100.57433,1261,1265,0,19,11.05128205,0,11,1,0
3891,2.87,13.74953,100.54398,13.74805,100.57037,1262,1265,0,6,28.63636364,0,1,0,0
3944,3.16,13.74342,100.54573,13.76325,100.54447,1324,1200,13,11,9.818181818,7,5,3,62
4405,7.75,13.7506,100.53992,13.71838,100.56845,1261,1450,0,17,25.18181818,0,4,3,0
4407,15.54,13.74488,100.5203,13.65245,100.54092,1260,-1,0,32,27.64516129,0,12,3,0
5020,3.3,13.745,100.54052,13.73245,100.56687,1262,1388,0,9,22.94444444,0,2,1,0
5154,23.23,13.74782,100.52133,13.63817,100.60825,1260,-1,0,47,28.68478261,0,21,12,0
5218,1.72,13.75083,100.53868,13.74388,100.53042,1261,1323,0,5,22.4,0,1,0,0
5220,8.24,13.74573,100.53382,13.69798,100.5463,1261,1572,0,24,22.02222222,0,9,0,0
5964,2.55,13.7494,100.5459,13.7645,100.5377,1262,1137,9,79,35.59183673,0,49,1,45
5967,0.11,13.75,100.54223,13.74978,100.54322,1262,1262,0,1,12,0,1,1,0
5968,58.03,13.74975,100.54333,13.9926,100.65162,1262,-1,74,1,59.57165862,1,1,1,447
6060,1.34,13.75425,100.54192,13.75868,100.54823,1262,1200,4,10,21.42105263,0,0,5,38
6096,4.23,13.73963,100.55617,13.75615,100.54165,1325,1200,0,15,23.11666667,0,5,14,0
6101,12.45,13.74277,100.55005,13.7923,100.50467,1325,1010,23,19,43.85310734,1,5,6,103
6121,34.88,13.75028,100.52147,13.75455,100.51787,1260,1197,203,83,30.31117021,61,4,2,384
6130,1.25,13.74807,100.54057,13.75652,100.53932,1262,1199,0,3,20,0,0,1,0
6136,5.39,13.75057,100.52165,13.75632,100.54125,1260,1200,0,62,34.81132075,0,52,7,0
6182,2.61,13.74608,100.52352,13.74663,100.53372,1260,1261,12,3,24.22222222,0,1,2,45
6183,0.45,13.74812,100.54037,13.7504,100.53892,1262,1261,0,8,6.8125,0,6,4,0
6184,6.31,13.75047,100.5387,13.747,100.49205,1261,1257,44,8,16.31020408,9,6,4,83
6198,13.56,13.75142,100.52188,13.75617,100.54138,1260,1200,21,38,45.1372549,2,0,1,113
6254,0.02,13.7517,100.53052,13.75173,100.53073,1261,1261,0,0,13,0,0,1,0
6255,7.39,13.75172,100.53077,13.78462,100.5679,1261,1016,12,0,39.68333333,0,0,1,71
6273,2.19,13.74803,100.52073,13.7666,100.52748,1260,1136,6,4,35.20930233,0,0,0,43
6296,1.14,13.75052,100.52157,13.7547,100.52762,1260,1198,0,4,24.5625,0,0,3,0
6309,39.88,13.75405,100.54198,13.66063,100.40568,1262,1806,44,7,58.97391304,0,1,4,300
6385,0.58,13.7418,100.55643,13.74188,100.55345,1325,1325,0,4,9.857142857,0,1,6,0
6386,2.85,13.74197,100.55322,13.75618,100.54152,1325,1200,5,4,33.49090909,0,1,6,46
6388,13.81,13.74645,100.52865,13.84057,100.54617,1260,704,41,9,34.78599222,3,0,0,116
6402,8.18,13.75358,100.53097,13.7313,100.58665,1261,1390,12,10,46.13675214,0,2,0,75
6412,15.61,13.73588,100.54617,13.7708,100.66465,1324,1150,19,33,59.70949721,0,19,0,122
6448,12.55,13.75375,100.52265,13.84007,100.54838,1260,704,35,145,31.74319066,7,78,47,116
6461,16.51,13.75052,100.52155,13.7865,100.43912,1260,1003,35,22,36.24666667,3,3,1,134
6475,19.11,13.7541,100.52903,13.72003,100.44153,1260,1438,35,99,41.60645161,2,56,1,149
6507,0.43,13.75085,100.52173,13.75455,100.5229,1260,1198,0,2,23.71428571,0,0,1,0
6512,2.18,13.7535,100.52257,13.75047,100.53947,1260,1261,11,148,21.72307692,6,42,2,54
6513,0.42,13.75045,100.54017,13.75287,100.5416,1262,1262,0,2,13.11111111,0,0,2,0
6514,2.98,13.75302,100.54165,13.74208,100.55657,1262,1325,7,2,27.52238806,0,0,2,47
6515,0.71,13.74175,100.55648,13.73757,100.56028,1325,1326,0,6,12.125,0,1,0,0
6552,13.61,13.74678,100.5265,13.84063,100.54588,1260,704,47,71,33.58518519,8,21,0,125
6574,0.09,13.7495,100.54385,13.74957,100.54308,1262,1262,0,0,14.8,0,0,0,0
6575,7.22,13.74957,100.54282,13.73117,100.49418,1262,1381,28,0,29.0797546,1,0,0,72
6593,12.45,13.75238,100.52222,13.84068,100.54605,1260,704,49,63,29.62589928,3,4,3,107
6614,1.55,13.74685,100.52632,13.75338,100.51703,1260,1259,2,24,34.12903226,0,1,1,39
6616,18.48,13.75352,100.53123,13.78068,100.68103,1261,1090,23,10,51.48780488,0,0,1,141
6635,16.5,13.74783,100.53092,13.86322,100.52002,1261,-1,48,14,29.58152174,11,4,6,150
6651,5.48,13.7494,100.52122,13.77843,100.50838,1260,1072,40,99,21.96273292,14,6,2,89
6656,2.96,13.74493,100.52238,13.76048,100.52505,1260,1198,0,40,17.53846154,0,7,27,0
6696,0.61,13.74333,100.54873,13.74383,100.54322,1324,1324,0,6,12.60869565,0,2,6,0
6697,2.88,13.7438,100.54298,13.74078,100.52223,1324,1322,14,6,16.63414634,3,2,6,52
6699,7.17,13.74653,100.52352,13.73745,100.55703,1260,1325,30,5,21.4028436,5,2,2,80
6700,0.92,13.73792,100.55712,13.7425,100.55123,1325,1325,0,10,10.70833333,0,5,10,0
6701,3.08,13.74247,100.55098,13.73032,100.5352,1325,1385,16,10,16.83809524,2,5,10,51
6703,79.95,13.7454,100.53402,14.09677,100.1429,1261,-1,172,18,45.00672269,36,6,9,712
6717,2.89,13.7538,100.53045,13.75795,100.54988,1261,1200,8,30,24.52941176,2,0,0,50
6726,0.01,13.74378,100.55332,13.7437,100.5533,1325,1325,0,0,5,0,0,0,0
6727,10.84,13.7436,100.55327,13.74162,100.62598,1325,1332,16,0,42.43678161,2,0,0,95
6744,0.09,13.75163,100.53692,13.75125,100.5376,1261,1261,0,1,6.333333333,0,1,4,0
6745,6.53,13.75107,100.5383,13.74007,100.5106,1261,1321,22,1,26.24050633,2,1,4,70
6784,0.5,13.74758,100.54093,13.74953,100.54093,1262,1262,0,3,10.26086957,0,1,5,0
6785,32.63,13.74975,100.54113,13.69318,100.7517,1262,-1,60,3,54.95073892,17,1,5,279
6830,12.98,13.75245,100.5223,13.84025,100.54618,1260,704,107,0,29.78169014,73,0,0,251
6837,0.23,13.74482,100.53152,13.74443,100.5336,1261,1261,0,2,10.88888889,0,1,2,0
6838,19.71,13.74442,100.53377,13.68832,100.6462,1261,1644,59,2,29.37585421,13,1,2,175
6934,4.77,13.75045,100.53857,13.7429,100.50662,1261,1320,12,16,31.91578947,0,3,1,57
7023,2.13,13.75402,100.5325,13.75335,100.54628,1261,1262,6,37,36.21621622,2,29,0,46
7024,3.04,13.75317,100.5462,13.752,100.53485,1262,1261,0,31,23.74647887,0,3,2,0
7025,1.82,13.7521,100.53463,13.75688,100.51873,1261,1197,4,31,31.12195122,0,3,2,41
7028,0.33,13.75027,100.52152,13.75308,100.52242,1260,1260,0,1,29.55555556,0,0,7,0
7029,12.31,13.75317,100.52245,13.84083,100.54628,1260,704,39,1,30.10948905,1,0,7,103
7048,0.33,13.74033,100.5519,13.74215,100.55255,1325,1325,0,7,9.142857143,0,2,7,0
7049,14.75,13.74223,100.55235,13.71512,100.4446,1325,1438,85,7,18.80412371,18,2,7,152
7075,14.9,13.75402,100.53227,13.84082,100.5464,1261,704,41,124,33.62416107,6,65,0,129
7181,1.23,13.74977,100.54822,13.74947,100.55953,1262,1263,3,35,34.38461538,0,5,2,37
7227,8.34,13.75365,100.52262,13.81448,100.54643,1260,828,24,7,27.3236715,2,1,63,80
7240,0.29,13.75242,100.53173,13.74998,100.53138,1261,1261,0,1,15.8,0,0,2,0
7241,46.47,13.7498,100.53137,13.75027,100.53145,1261,1261,100,1,38.16810878,9,0,2,370
7242,0.13,13.75,100.53142,13.74968,100.53105,1261,1261,0,1,14,0,0,1,0
7243,12.59,13.74992,100.53113,13.80153,100.58145,1261,956,24,1,44.50515464,4,0,1,110
7257,6.52,13.74263,100.54948,13.74345,100.5908,1324,1329,11,21,40.87037037,2,6,1,70
7275,12.4,13.75308,100.52245,13.84023,100.54617,1260,704,91,7,32.62698413,58,0,52,217
7333,5.41,13.7529,100.5223,13.76888,100.48662,1260,1132,10,8,37.53684211,1,0,2,62
7374,0.25,13.7461,100.53383,13.74708,100.53192,1261,1261,0,1,10.25,0,0,0,0
7375,34.8,13.74813,100.54025,14.03892,100.61603,1262,-1,31,1,64.85171103,2,0,0,266
7397,0.8,13.75387,100.52273,13.75687,100.51858,1260,1197,3,7,18.06451613,0,0,2,36
7453,3.88,13.73853,100.55313,13.75678,100.53863,1325,1199,0,76,23.76,0,44,1,0
7459,1.06,13.7538,100.52802,13.7569,100.51948,1260,1197,0,5,18.05263158,0,1,0,0
7524,14.94,13.75397,100.5323,13.84065,100.54612,1261,704,38,82,34.48421053,1,2,1,120
7566,6.35,13.74623,100.52043,13.787,100.51715,1260,1011,23,1,27.33802817,4,0,1,73
7587,0.51,13.74368,100.55662,13.73952,100.55698,1325,1325,0,5,11,0,3,6,0
7588,0.64,13.73947,100.55712,13.7449,100.55788,1325,1263,5,5,10.1,4,3,6,44
7592,5.22,13.7447,100.53802,13.75768,100.49895,1261,1195,23,6,23.89705882,2,3,3,63
7616,3.21,13.74137,100.55388,13.71988,100.55785,1325,1449,6,9,36.65517241,1,2,4,50
7662,2.93,13.7474,100.5445,13.75643,100.54183,1262,1200,0,44,22.25882353,0,36,40,0
7668,0.62,13.75407,100.53693,13.75308,100.54158,1261,1262,0,10,5.8125,0,9,4,0
7669,0.6,13.75362,100.5417,13.75828,100.54365,1262,1200,3,10,17.39130435,2,9,4,40
7672,0.59,13.7446,100.5324,13.74558,100.53478,1261,1261,0,4,11,0,0,2,0
7673,4.65,13.74563,100.53462,13.74713,100.49878,1261,1257,16,4,24.36666667,1,0,2,58
7688,0.64,13.75008,100.54207,13.74958,100.54308,1262,1262,0,3,17.68,0,1,3,0
7689,0,13.74963,100.54267,13.74963,100.54267,1262,1262,0,3,34,0,1,3,36
7690,4.06,13.7498,100.54187,13.75438,100.51703,1262,1197,12,0,32.63414634,0,0,0,53
7768,2.99,13.7517,100.53137,13.77138,100.5331,1261,1137,7,69,30.64285714,0,3,4,47
7837,1.7,13.7542,100.52943,13.74412,100.53528,1260,1323,5,71,23.33333333,1,3,1,42
7839,2.17,13.74695,100.52618,13.7459,100.50948,1260,1258,7,9,28.27586207,0,2,4,42
7877,5.29,13.74548,100.53092,13.74528,100.53497,1261,1261,16,11,32.36363636,1,1,2,62
7878,0.77,13.74472,100.53977,13.7504,100.53927,1261,1261,0,15,12.75,0,10,6,0
7879,2.59,13.75053,100.53898,13.74697,100.52685,1261,1260,12,15,20.92682927,2,10,6,49
7880,0.05,13.74705,100.52777,13.74717,100.52768,1260,1260,0,2,3.333333333,0,2,3,0
7881,12.66,13.74707,100.52798,13.73463,100.59762,1260,1329,33,2,31.56862745,4,2,3,111
7886,0.59,13.74047,100.55625,13.73723,100.56025,1325,1326,0,10,9.2,0,5,1,0
7899,13,13.748,100.52063,13.84017,100.54632,1260,704,67,2,33.72727273,41,0,0,186
7921,2.52,13.752,100.52202,13.75815,100.50797,1260,1196,6,7,30.68,1,0,1,46
7938,0.06,13.74582,100.53323,13.74568,100.53377,1261,1261,0,0,11,0,0,2,0
7939,24.83,13.7455,100.53498,13.92052,100.60215,1261,214,30,0,63.546875,4,0,2,195
7946,0.36,13.74193,100.55648,13.74503,100.55698,1325,1263,0,2,13.83333333,0,0,1,0
7950,0.64,13.74572,100.54023,13.7504,100.53938,1262,1261,0,10,11.23809524,0,6,4,0
7951,3.17,13.75073,100.53867,13.74847,100.53045,1261,1261,20,10,14.41935484,3,6,4,54
7952,0,13.7466,100.52942,13.7466,100.52942,1260,1260,0,0,2,0,0,0,0
7953,22.97,13.74672,100.53033,13.7987,100.71418,1261,969,87,0,20.72295515,13,0,0,199
8015,0.29,13.74495,100.53927,13.74697,100.54057,1261,1262,0,4,25,0,0,1,0
8016,19.36,13.74743,100.54067,13.85023,100.64233,1262,652,25,4,50.18018018,1,0,1,148
8040,4.93,13.75417,100.53212,13.7687,100.56473,1261,1140,11,8,30.83076923,1,0,1,60
8079,8.17,13.75413,100.5228,13.70487,100.48578,1260,1504,20,18,36.94117647,1,1,2,77
8126,1.26,13.75283,100.52415,13.76218,100.52458,1260,1198,0,29,19.33333333,0,1,29,0
8147,1.64,13.74535,100.5233,13.74453,100.5331,1260,1261,8,2,18.48275862,2,0,0,44
8149,11.97,13.7454,100.53635,13.76272,100.56792,1261,1202,43,4,29.12977099,5,0,4,108
8176,1.65,13.74998,100.54982,13.75308,100.54605,1262,1262,0,3,30.95652174,0,0,1,0
8177,11.37,13.7528,100.54597,13.71678,100.4843,1262,1442,24,3,35.43262411,1,0,1,96
8180,1.53,13.7511,100.5252,13.75765,100.5341,1260,1199,0,4,28.58333333,0,1,2,0
8186,0.08,13.74038,100.55518,13.74092,100.55488,1325,1325,0,2,14,0,0,6,0
8187,35.22,13.74148,100.5539,13.7084,100.73607,1325,-1,44,2,53.35714286,1,0,6,267
8232,0.64,13.74348,100.54673,13.74423,100.54087,1324,1324,0,3,16.52173913,0,0,0,0
8233,16.53,13.74427,100.54077,13.78295,100.61422,1262,1083,131,3,14.41104294,42,0,0,212
8312,8.07,13.74345,100.55762,13.75888,100.52443,1325,1198,0,57,25.85,0,2,40,0
8338,0.41,13.75222,100.52567,13.75493,100.52622,1260,1198,0,3,14,0,0,1,0
8345,1.75,13.7458,100.53398,13.73308,100.52905,1261,1384,2,5,41.40740741,0,0,3,40
8347,6.01,13.75132,100.52175,13.77772,100.50995,1260,1072,22,12,26.50980392,7,1,3,78
8350,0.39,13.7443,100.5343,13.74547,100.53475,1261,1261,0,5,8.666666667,0,3,2,0
8351,3.23,13.74575,100.53328,13.74413,100.50822,1261,1320,12,5,27.16883117,1,3,2,50
8400,3.13,13.74177,100.54075,13.75635,100.54145,1324,1200,0,17,20.18367347,0,5,6,0
8421,0,13.75292,100.54178,13.75292,100.54178,1262,1262,0,6,12,0,5,5,36
8422,8.56,13.75308,100.5418,13.74145,100.54345,1262,1324,55,0,17.88965517,18,0,0,114
8423,0.21,13.74083,100.54328,13.73897,100.54292,1324,1324,0,1,20,0,0,1,0
8424,3.55,13.73868,100.54292,13.7433,100.53013,1324,1323,38,1,20.16363636,11,0,1,72
8426,3.5,13.74643,100.52848,13.7405,100.50925,1260,1320,28,6,12.92682927,10,0,1,70
8452,18.79,13.75422,100.52278,13.84555,100.49133,1260,-1,46,13,36.79881657,6,0,14,155
8467,0.28,13.74618,100.52958,13.7468,100.52715,1260,1260,0,1,20.22222222,0,0,1,0
8468,2.38,13.74692,100.52607,13.75428,100.51792,1260,1197,13,1,24.29032258,6,0,1,56
8493,0.7,13.754,100.53207,13.75133,100.53735,1261,1261,0,2,31.86666667,0,0,2,0
8494,3.57,13.75128,100.53748,13.75657,100.55987,1261,1201,6,2,36.84057971,0,0,2,50
8598,8.8,13.74982,100.54165,13.77957,100.48633,1262,1070,17,11,41.58273381,0,1,2,79
8602,6.86,13.75393,100.54195,13.74055,100.49742,1262,1319,10,44,41.09734513,0,2,4,68
8609,0.66,13.74328,100.55098,13.74032,100.55583,1325,1325,0,1,21.05263158,0,0,3,0
8610,10.99,13.7401,100.55608,13.75548,100.62855,1325,1208,17,1,44.13333333,0,0,3,92
8621,1.77,13.74658,100.52898,13.75605,100.52378,1260,1198,0,4,30.22222222,0,0,2,0
8709,6.48,13.74975,100.54993,13.7229,100.5295,1262,1446,37,0,18.04444444,12,0,0,90
8731,21.54,13.75045,100.52163,13.91655,100.55132,1260,-1,22,10,64.11206897,2,3,3,166
8749,85.29,13.74435,100.52368,14.07915,100.16857,1260,-1,190,23,41.38473054,20,19,3,736
8806,2.77,13.74502,100.53713,13.7558,100.53323,1261,1199,0,20,15.67010309,0,4,4,0
8810,1.77,13.74427,100.53098,13.74858,100.53102,1261,1261,0,6,25.04347826,0,1,2,0
8811,6.14,13.7489,100.53103,13.7992,100.55155,1261,953,19,6,25.2987013,5,1,2,74
8828,3.59,13.74812,100.52015,13.75617,100.54082,1260,1200,0,133,32,0,50,125,0
8857,11.72,13.7532,100.52253,13.68117,100.49383,1260,1691,23,67,37.14678899,0,47,2,97
8864,0.07,13.75102,100.53823,13.75077,100.5388,1261,1261,0,1,6,0,0,3,0
8865,23.17,13.75027,100.53897,13.91838,100.60085,1261,214,30,1,60.27272727,8,0,3,190
8882,6.57,13.75363,100.5309,13.74822,100.55403,1261,1263,39,3,22.84042553,7,1,1,81
8884,5.6,13.743,100.54825,13.7518,100.50895,1324,1258,22,6,25.61290323,9,2,3,79
